STATE/UT,DISTRICT,YEAR,THEFT
UTTARAKHAND,HARIDWAR,2003,388
UTTARAKHAND,HARIDWAR,2001,349
KARNATAKA,HASSAN,2004,413
KARNATAKA,HASSAN,2011,408
KARNATAKA,HASSAN,2010,374
KARNATAKA,HASSAN,2008,368
KARNATAKA,HASSAN,2009,364
KARNATAKA,HASSAN,2003,348
KARNATAKA,HASSAN,2012,322
KARNATAKA,HASSAN,2005,298
KARNATAKA,HASSAN,2002,287
KARNATAKA,HASSAN,2006,281
KARNATAKA,HASSAN,2007,278
KARNATAKA,HASSAN,2001,268
UTTAR PRADESH,HATHRAS,2012,283
UTTAR PRADESH,HATHRAS,2005,276
UTTAR PRADESH,HATHRAS,2004,228
UTTAR PRADESH,HATHRAS,2001,225
UTTAR PRADESH,HATHRAS,2006,220
UTTAR PRADESH,HATHRAS,2011,210
UTTAR PRADESH,HATHRAS,2007,197
UTTAR PRADESH,HATHRAS,2008,192
UTTAR PRADESH,HATHRAS,2010,180
UTTAR PRADESH,HATHRAS,2002,175
UTTAR PRADESH,HATHRAS,2009,174
UTTAR PRADESH,HATHRAS,2003,141
KARNATAKA,HAVERI,2009,137
KARNATAKA,HAVERI,2010,126
KARNATAKA,HAVERI,2008,118
KARNATAKA,HAVERI,2005,117
KARNATAKA,HAVERI,2004,115
KARNATAKA,HAVERI,2003,113
KARNATAKA,HAVERI,2012,113
KARNATAKA,HAVERI,2001,111
KARNATAKA,HAVERI,2002,107
KARNATAKA,HAVERI,2011,106
KARNATAKA,HAVERI,2006,100
KARNATAKA,HAVERI,2007,95
JHARKHAND,HAZARIBAGH,2005,726
JHARKHAND,HAZARIBAGH,2007,635
JHARKHAND,HAZARIBAGH,2006,576
JHARKHAND,HAZARIBAGH,2002,537
JHARKHAND,HAZARIBAGH,2004,537
JHARKHAND,HAZARIBAGH,2008,465
JHARKHAND,HAZARIBAGH,2009,420
JHARKHAND,HAZARIBAGH,2003,406
JHARKHAND,HAZARIBAGH,2001,348
JHARKHAND,HAZARIBAGH,2011,315
JHARKHAND,HAZARIBAGH,2010,214
JHARKHAND,HAZARIBAGH,2012,202
GUJARAT,HIMATNAGAR,2003,331
GUJARAT,HIMATNAGAR,2011,244
GUJARAT,HIMATNAGAR,2002,238
GUJARAT,HIMATNAGAR,2007,234
GUJARAT,HIMATNAGAR,2005,222
GUJARAT,HIMATNAGAR,2010,212
GUJARAT,HIMATNAGAR,2006,211
GUJARAT,HIMATNAGAR,2008,206
GUJARAT,HIMATNAGAR,2012,205
GUJARAT,HIMATNAGAR,2009,200
GUJARAT,HIMATNAGAR,2004,194
GUJARAT,HIMATNAGAR,2001,191
MAHARASHTRA,HINGOLI,2005,243
MAHARASHTRA,HINGOLI,2001,241
MAHARASHTRA,HINGOLI,2006,234
MAHARASHTRA,HINGOLI,2004,202
MAHARASHTRA,HINGOLI,2009,187
MAHARASHTRA,HINGOLI,2010,180
MAHARASHTRA,HINGOLI,2007,167
MAHARASHTRA,HINGOLI,2008,166
MAHARASHTRA,HINGOLI,2002,163
MAHARASHTRA,HINGOLI,2011,160
MAHARASHTRA,HINGOLI,2003,142
MAHARASHTRA,HINGOLI,2012,115
HARYANA,HISSAR,2011,1167
HARYANA,HISSAR,2012,1115
HARYANA,HISSAR,2010,829
HARYANA,HISSAR,2009,590
HARYANA,HISSAR,2008,560
HARYANA,HISSAR,2005,526
HARYANA,HISSAR,2006,517
HARYANA,HISSAR,2007,494
HARYANA,HISSAR,2001,438
HARYANA,HISSAR,2004,430
HARYANA,HISSAR,2002,402
HARYANA,HISSAR,2003,360
WEST BENGAL,HOOGHLY,2012,807
WEST BENGAL,HOOGHLY,2011,803
WEST BENGAL,HOOGHLY,2010,760
WEST BENGAL,HOOGHLY,2008,652
WEST BENGAL,HOOGHLY,2004,645
WEST BENGAL,HOOGHLY,2007,631
WEST BENGAL,HOOGHLY,2003,594
WEST BENGAL,HOOGHLY,2001,587
WEST BENGAL,HOOGHLY,2009,571
WEST BENGAL,HOOGHLY,2006,511
WEST BENGAL,HOOGHLY,2005,469
WEST BENGAL,HOOGHLY,2002,438
MADHYA PRADESH,HOSHANGABAD,2008,427
MADHYA PRADESH,HOSHANGABAD,2007,394
MADHYA PRADESH,HOSHANGABAD,2006,386
MADHYA PRADESH,HOSHANGABAD,2005,375
MADHYA PRADESH,HOSHANGABAD,2004,371
MADHYA PRADESH,HOSHANGABAD,2010,368
MADHYA PRADESH,HOSHANGABAD,2003,357
MADHYA PRADESH,HOSHANGABAD,2009,347
MADHYA PRADESH,HOSHANGABAD,2002,339
MADHYA PRADESH,HOSHANGABAD,2001,286
MADHYA PRADESH,HOSHANGABAD,2011,261
MADHYA PRADESH,HOSHANGABAD,2012,227
PUNJAB,HOSHIARPUR,2012,229
PUNJAB,HOSHIARPUR,2011,211
PUNJAB,HOSHIARPUR,2007,210
PUNJAB,HOSHIARPUR,2010,190
PUNJAB,HOSHIARPUR,2009,187
PUNJAB,HOSHIARPUR,2008,181
PUNJAB,HOSHIARPUR,2001,119
PUNJAB,HOSHIARPUR,2006,115
PUNJAB,HOSHIARPUR,2002,111
PUNJAB,HOSHIARPUR,2003,107
PUNJAB,HOSHIARPUR,2005,92
PUNJAB,HOSHIARPUR,2004,75
WEST BENGAL,HOWRAH,2010,1399
WEST BENGAL,HOWRAH,2009,878
WEST BENGAL,HOWRAH,2008,874
WEST BENGAL,HOWRAH,2006,639
WEST BENGAL,HOWRAH,2007,635
WEST BENGAL,HOWRAH,2011,594
WEST BENGAL,HOWRAH,2012,439
WEST BENGAL,HOWRAH,2004,206
WEST BENGAL,HOWRAH,2001,170
WEST BENGAL,HOWRAH,2005,141
WEST BENGAL,HOWRAH,2002,120
WEST BENGAL,HOWRAH,2003,107
WEST BENGAL,HOWRAH CITY,2012,1166
WEST BENGAL,HOWRAH CITY,2011,1120
WEST BENGAL,HOWRAH CITY,2005,485
WEST BENGAL,HOWRAH CITY,2004,402
WEST BENGAL,HOWRAH CITY,2001,353
WEST BENGAL,HOWRAH CITY,2002,283
WEST BENGAL,HOWRAH CITY,2003,275
WEST BENGAL,HOWRAH G.R.P.,2006,696
WEST BENGAL,HOWRAH G.R.P.,2001,673
WEST BENGAL,HOWRAH G.R.P.,2010,561
WEST BENGAL,HOWRAH G.R.P.,2011,523
WEST BENGAL,HOWRAH G.R.P.,2008,521
WEST BENGAL,HOWRAH G.R.P.,2007,401
WEST BENGAL,HOWRAH G.R.P.,2012,323
WEST BENGAL,HOWRAH G.R.P.,2002,316
WEST BENGAL,HOWRAH G.R.P.,2009,316
WEST BENGAL,HOWRAH G.R.P.,2003,292
WEST BENGAL,HOWRAH G.R.P.,2005,281
WEST BENGAL,HOWRAH G.R.P.,2004,275
ANDHRA PRADESH,HYDERABAD CITY,2003,6574
ANDHRA PRADESH,HYDERABAD CITY,2004,5735
ANDHRA PRADESH,HYDERABAD CITY,2008,5200
ANDHRA PRADESH,HYDERABAD CITY,2009,5091
ANDHRA PRADESH,HYDERABAD CITY,2005,5022
ANDHRA PRADESH,HYDERABAD CITY,2010,4916
ANDHRA PRADESH,HYDERABAD CITY,2007,4542
ANDHRA PRADESH,HYDERABAD CITY,2011,4416
ANDHRA PRADESH,HYDERABAD CITY,2006,4408
ANDHRA PRADESH,HYDERABAD CITY,2002,3777
ANDHRA PRADESH,HYDERABAD CITY,2012,3694
ANDHRA PRADESH,HYDERABAD CITY,2001,2792
DELHI UT,I.G.I. AIRPORT,2004,88
DELHI UT,I.G.I. AIRPORT,2003,74
DELHI UT,I.G.I. AIRPORT,2001,52
DELHI UT,I.G.I. AIRPORT,2002,52
KERALA,IDUKKI,2008,268
KERALA,IDUKKI,2001,254
KERALA,IDUKKI,2009,231
KERALA,IDUKKI,2002,215
KERALA,IDUKKI,2006,214
KERALA,IDUKKI,2007,213
KERALA,IDUKKI,2004,195
KERALA,IDUKKI,2005,193
KERALA,IDUKKI,2003,167
KERALA,IDUKKI,2011,161
KERALA,IDUKKI,2012,149
KERALA,IDUKKI,2010,145
DELHI UT,IGI AIRPORT,2006,160
DELHI UT,IGI AIRPORT,2007,144
DELHI UT,IGI AIRPORT,2010,85
DELHI UT,IGI AIRPORT,2005,80
DELHI UT,IGI AIRPORT,2008,80
DELHI UT,IGI AIRPORT,2012,68
DELHI UT,IGI AIRPORT,2011,67
DELHI UT,IGI AIRPORT,2009,66
MANIPUR,IMPHAL EAST,2012,199
MANIPUR,IMPHAL EAST,2008,78
MANIPUR,IMPHAL EAST,2011,76
MANIPUR,IMPHAL EAST,2007,70
MANIPUR,IMPHAL EAST,2009,70
MANIPUR,IMPHAL EAST,2010,64
MANIPUR,IMPHAL EAST,2006,51
MANIPUR,IMPHAL WEST,2012,520
MANIPUR,IMPHAL WEST,2011,496
MANIPUR,IMPHAL WEST,2009,239
MANIPUR,IMPHAL WEST,2010,232
MANIPUR,IMPHAL WEST,2007,228
MANIPUR,IMPHAL WEST,2008,219
MANIPUR,IMPHAL WEST,2006,148
MANIPUR,IMPHAL(EAST),2003,44
MANIPUR,IMPHAL(EAST),2002,39
MANIPUR,IMPHAL(EAST),2005,31
MANIPUR,IMPHAL(EAST),2001,28
MANIPUR,IMPHAL(EAST),2004,27
MANIPUR,IMPHAL(WEST),2002,162
MANIPUR,IMPHAL(WEST),2004,142
MANIPUR,IMPHAL(WEST),2005,138
MANIPUR,IMPHAL(WEST),2003,131
MANIPUR,IMPHAL(WEST),2001,121
MADHYA PRADESH,INDORE,2008,4660
MADHYA PRADESH,INDORE,2012,4370
MADHYA PRADESH,INDORE,2009,3927
MADHYA PRADESH,INDORE,2010,3843
MADHYA PRADESH,INDORE,2011,3634
MADHYA PRADESH,INDORE,2007,3363
MADHYA PRADESH,INDORE,2006,3335
MADHYA PRADESH,INDORE,2002,2896
MADHYA PRADESH,INDORE,2003,2856
MADHYA PRADESH,INDORE,2001,2708
MADHYA PRADESH,INDORE,2005,2680
MADHYA PRADESH,INDORE,2004,2610
MADHYA PRADESH,INDORE RLY.,2012,327
MADHYA PRADESH,INDORE RLY.,2011,260
MADHYA PRADESH,INDORE RLY.,2009,216
MADHYA PRADESH,INDORE RLY.,2001,193
MADHYA PRADESH,INDORE RLY.,2008,189
MADHYA PRADESH,INDORE RLY.,2002,164
MADHYA PRADESH,INDORE RLY.,2010,164
MADHYA PRADESH,INDORE RLY.,2004,149
MADHYA PRADESH,INDORE RLY.,2007,146
MADHYA PRADESH,INDORE RLY.,2006,138
MADHYA PRADESH,INDORE RLY.,2005,132
MADHYA PRADESH,INDORE RLY.,2003,111
UTTAR PRADESH,J.P.NAGAR,2012,234
UTTAR PRADESH,J.P.NAGAR,2011,180
UTTAR PRADESH,J.P.NAGAR,2007,167
UTTAR PRADESH,J.P.NAGAR,2001,166
UTTAR PRADESH,J.P.NAGAR,2009,146
UTTAR PRADESH,J.P.NAGAR,2008,136
UTTAR PRADESH,J.P.NAGAR,2010,132
UTTAR PRADESH,J.P.NAGAR,2005,131
UTTAR PRADESH,J.P.NAGAR,2006,131
UTTAR PRADESH,J.P.NAGAR,2004,111
UTTAR PRADESH,J.P.NAGAR,2002,98
UTTAR PRADESH,J.P.NAGAR,2003,86
MADHYA PRADESH,JABALPUR,2003,1151
MADHYA PRADESH,JABALPUR,2008,1065
MADHYA PRADESH,JABALPUR,2009,1063
MADHYA PRADESH,JABALPUR,2004,1048
MADHYA PRADESH,JABALPUR,2007,1035
MADHYA PRADESH,JABALPUR,2002,987
MADHYA PRADESH,JABALPUR,2006,908
MADHYA PRADESH,JABALPUR,2001,887
MADHYA PRADESH,JABALPUR,2012,843
MADHYA PRADESH,JABALPUR,2005,832
MADHYA PRADESH,JABALPUR,2010,766
MADHYA PRADESH,JABALPUR,2011,763
MADHYA PRADESH,JABALPUR RLY.,2012,639
MADHYA PRADESH,JABALPUR RLY.,2011,445
MADHYA PRADESH,JABALPUR RLY.,2009,406
MADHYA PRADESH,JABALPUR RLY.,2010,395
MADHYA PRADESH,JABALPUR RLY.,2005,366
MADHYA PRADESH,JABALPUR RLY.,2004,289
MADHYA PRADESH,JABALPUR RLY.,2007,227
MADHYA PRADESH,JABALPUR RLY.,2003,223
MADHYA PRADESH,JABALPUR RLY.,2006,223
MADHYA PRADESH,JABALPUR RLY.,2001,221
MADHYA PRADESH,JABALPUR RLY.,2008,218
MADHYA PRADESH,JABALPUR RLY.,2002,208
ODISHA,JAGATSINGHPUR,2012,368
ODISHA,JAGATSINGHPUR,2011,202
ODISHA,JAGATSINGHPUR,2010,192
ODISHA,JAGATSINGHPUR,2008,154
ODISHA,JAGATSINGHPUR,2009,151
ODISHA,JAGATSINGHPUR,2002,143
ODISHA,JAGATSINGHPUR,2003,139
ODISHA,JAGATSINGHPUR,2001,136
ODISHA,JAGATSINGHPUR,2006,134
ODISHA,JAGATSINGHPUR,2004,129
ODISHA,JAGATSINGHPUR,2007,120
ODISHA,JAGATSINGHPUR,2005,114
CHHATTISGARH,JAGDALPUR,2004,178
CHHATTISGARH,JAGDALPUR,2009,174
CHHATTISGARH,JAGDALPUR,2005,173
CHHATTISGARH,JAGDALPUR,2001,172
CHHATTISGARH,JAGDALPUR,2006,156
CHHATTISGARH,JAGDALPUR,2010,138
CHHATTISGARH,JAGDALPUR,2008,128
CHHATTISGARH,JAGDALPUR,2007,122
CHHATTISGARH,JAGDALPUR,2002,116
CHHATTISGARH,JAGDALPUR,2003,108
CHHATTISGARH,JAGDALPUR,2011,102
CHHATTISGARH,JAGDALPUR,2012,81
PUNJAB,JAGRAON,2004,100
PUNJAB,JAGRAON,2007,100
PUNJAB,JAGRAON,2006,93
PUNJAB,JAGRAON,2001,90
PUNJAB,JAGRAON,2005,84
PUNJAB,JAGRAON,2002,76
PUNJAB,JAGRAON,2003,45
MEGHALAYA,JAINTIA HILLS,2008,86
MEGHALAYA,JAINTIA HILLS,2011,82
MEGHALAYA,JAINTIA HILLS,2010,71
MEGHALAYA,JAINTIA HILLS,2012,66
MEGHALAYA,JAINTIA HILLS,2005,62
MEGHALAYA,JAINTIA HILLS,2004,61
MEGHALAYA,JAINTIA HILLS,2009,61
MEGHALAYA,JAINTIA HILLS,2007,56
MEGHALAYA,JAINTIA HILLS,2002,43
MEGHALAYA,JAINTIA HILLS,2003,41
MEGHALAYA,JAINTIA HILLS,2006,41
MEGHALAYA,JAINTIA HILLS,2001,30
RAJASTHAN,JAIPUR,2005,4041
RAJASTHAN,JAIPUR,2004,4032
RAJASTHAN,JAIPUR,2001,3207
RAJASTHAN,JAIPUR,2003,3161
RAJASTHAN,JAIPUR,2002,3000
RAJASTHAN,JAIPUR EAST,2009,2612
RAJASTHAN,JAIPUR EAST,2008,2532
RAJASTHAN,JAIPUR EAST,2012,2510
RAJASTHAN,JAIPUR EAST,2010,2463
RAJASTHAN,JAIPUR EAST,2007,2295
RAJASTHAN,JAIPUR EAST,2011,2191
RAJASTHAN,JAIPUR EAST,2006,1628
RAJASTHAN,JAIPUR NORTH,2009,866
RAJASTHAN,JAIPUR NORTH,2006,844
RAJASTHAN,JAIPUR NORTH,2007,830
RAJASTHAN,JAIPUR NORTH,2010,814
RAJASTHAN,JAIPUR NORTH,2008,745
RAJASTHAN,JAIPUR NORTH,2011,651
RAJASTHAN,JAIPUR NORTH,2012,589
RAJASTHAN,JAIPUR RURAL,2009,1196
RAJASTHAN,JAIPUR RURAL,2008,1137
RAJASTHAN,JAIPUR RURAL,2007,1097
RAJASTHAN,JAIPUR RURAL,2010,970
RAJASTHAN,JAIPUR RURAL,2006,821
RAJASTHAN,JAIPUR RURAL,2012,596
RAJASTHAN,JAIPUR RURAL,2011,562
RAJASTHAN,JAIPUR SOUTH,2009,1835
RAJASTHAN,JAIPUR SOUTH,2010,1548
RAJASTHAN,JAIPUR SOUTH,2008,1539
RAJASTHAN,JAIPUR SOUTH,2007,1293
RAJASTHAN,JAIPUR SOUTH,2006,1142
RAJASTHAN,JAIPUR SOUTH,2012,1107
RAJASTHAN,JAIPUR SOUTH,2011,1071
RAJASTHAN,JAIPUR WEST,2012,1093
RAJASTHAN,JAIPUR WEST,2011,982
RAJASTHAN,JAISALMER,2002,157
RAJASTHAN,JAISALMER,2004,156
RAJASTHAN,JAISALMER,2001,142
RAJASTHAN,JAISALMER,2007,139
RAJASTHAN,JAISALMER,2010,135
RAJASTHAN,JAISALMER,2011,126
RAJASTHAN,JAISALMER,2006,125
RAJASTHAN,JAISALMER,2003,120
RAJASTHAN,JAISALMER,2005,115
RAJASTHAN,JAISALMER,2008,114
RAJASTHAN,JAISALMER,2009,110
RAJASTHAN,JAISALMER,2012,107
ODISHA,JAJPUR,2012,424
ODISHA,JAJPUR,2011,342
ODISHA,JAJPUR,2010,287
ODISHA,JAJPUR,2009,271
ODISHA,JAJPUR,2008,243
ODISHA,JAJPUR,2007,209
ODISHA,JAJPUR,2006,198
ODISHA,JAJPUR,2003,173
ODISHA,JAJPUR,2004,168
ODISHA,JAJPUR,2005,146
ODISHA,JAJPUR,2002,144
ODISHA,JAJPUR,2001,129
PUNJAB,JALANDHAR,2008,745
PUNJAB,JALANDHAR,2009,738
PUNJAB,JALANDHAR,2006,632
PUNJAB,JALANDHAR,2007,630
PUNJAB,JALANDHAR,2003,380
PUNJAB,JALANDHAR,2005,335
PUNJAB,JALANDHAR,2002,330
PUNJAB,JALANDHAR,2001,290
PUNJAB,JALANDHAR,2004,254
PUNJAB,JALANDHAR,2011,193
PUNJAB,JALANDHAR RURAL,2010,244
PUNJAB,JALANDHAR RURAL,2012,174
UTTAR PRADESH,JALAUN,2001,167
UTTAR PRADESH,JALAUN,2012,153
UTTAR PRADESH,JALAUN,2002,134
UTTAR PRADESH,JALAUN,2004,125
UTTAR PRADESH,JALAUN,2011,115
UTTAR PRADESH,JALAUN,2009,86
UTTAR PRADESH,JALAUN,2005,85
UTTAR PRADESH,JALAUN,2007,82
UTTAR PRADESH,JALAUN,2006,81
UTTAR PRADESH,JALAUN,2010,79
UTTAR PRADESH,JALAUN,2003,75
UTTAR PRADESH,JALAUN,2008,74
MAHARASHTRA,JALGAON,2011,982
MAHARASHTRA,JALGAON,2012,882
MAHARASHTRA,JALGAON,2010,879
MAHARASHTRA,JALGAON,2008,777
MAHARASHTRA,JALGAON,2005,733
MAHARASHTRA,JALGAON,2009,717
MAHARASHTRA,JALGAON,2007,667
MAHARASHTRA,JALGAON,2004,652
MAHARASHTRA,JALGAON,2002,626
MAHARASHTRA,JALGAON,2006,624
MAHARASHTRA,JALGAON,2001,557
MAHARASHTRA,JALGAON,2003,475
MAHARASHTRA,JALNA,2011,485
MAHARASHTRA,JALNA,2006,454
MAHARASHTRA,JALNA,2010,419
MAHARASHTRA,JALNA,2009,415
MAHARASHTRA,JALNA,2012,396
MAHARASHTRA,JALNA,2005,391
MAHARASHTRA,JALNA,2007,361
MAHARASHTRA,JALNA,2008,346
MAHARASHTRA,JALNA,2001,345
MAHARASHTRA,JALNA,2004,338
MAHARASHTRA,JALNA,2003,309
MAHARASHTRA,JALNA,2002,272
RAJASTHAN,JALORE,2009,195
RAJASTHAN,JALORE,2010,185
RAJASTHAN,JALORE,2012,183
RAJASTHAN,JALORE,2002,177
RAJASTHAN,JALORE,2011,170
RAJASTHAN,JALORE,2001,156
RAJASTHAN,JALORE,2006,156
RAJASTHAN,JALORE,2007,152
RAJASTHAN,JALORE,2008,149
RAJASTHAN,JALORE,2003,147
RAJASTHAN,JALORE,2005,139
RAJASTHAN,JALORE,2004,124
WEST BENGAL,JALPAIGURI,2008,2879
WEST BENGAL,JALPAIGURI,2007,1538
WEST BENGAL,JALPAIGURI,2011,1521
WEST BENGAL,JALPAIGURI,2012,1461
WEST BENGAL,JALPAIGURI,2009,1310
WEST BENGAL,JALPAIGURI,2010,1290
WEST BENGAL,JALPAIGURI,2005,712
WEST BENGAL,JALPAIGURI,2004,661
WEST BENGAL,JALPAIGURI,2006,497
WEST BENGAL,JALPAIGURI,2001,486
WEST BENGAL,JALPAIGURI,2003,474
WEST BENGAL,JALPAIGURI,2002,400
BIHAR,JAMALPUR RLY.,2011,190
BIHAR,JAMALPUR RLY.,2012,186
BIHAR,JAMALPUR RLY.,2004,171
BIHAR,JAMALPUR RLY.,2010,148
BIHAR,JAMALPUR RLY.,2003,137
BIHAR,JAMALPUR RLY.,2009,124
BIHAR,JAMALPUR RLY.,2008,123
BIHAR,JAMALPUR RLY.,2002,121
BIHAR,JAMALPUR RLY.,2001,117
BIHAR,JAMALPUR RLY.,2005,108
BIHAR,JAMALPUR RLY.,2006,100
BIHAR,JAMALPUR RLY.,2007,59
JAMMU & KASHMIR,JAMMU,2011,620
JAMMU & KASHMIR,JAMMU,2009,603
JAMMU & KASHMIR,JAMMU,2008,572
JAMMU & KASHMIR,JAMMU,2010,494
JAMMU & KASHMIR,JAMMU,2001,479
JAMMU & KASHMIR,JAMMU,2012,448
JAMMU & KASHMIR,JAMMU,2002,407
JAMMU & KASHMIR,JAMMU,2004,383
JAMMU & KASHMIR,JAMMU,2005,382
JAMMU & KASHMIR,JAMMU,2006,382
JAMMU & KASHMIR,JAMMU,2007,370
JAMMU & KASHMIR,JAMMU,2003,363
GUJARAT,JAMNAGAR,2012,587
GUJARAT,JAMNAGAR,2001,530
GUJARAT,JAMNAGAR,2002,500
GUJARAT,JAMNAGAR,2011,460
GUJARAT,JAMNAGAR,2008,410
GUJARAT,JAMNAGAR,2007,404
GUJARAT,JAMNAGAR,2005,402
GUJARAT,JAMNAGAR,2003,388
GUJARAT,JAMNAGAR,2004,372
GUJARAT,JAMNAGAR,2009,363
GUJARAT,JAMNAGAR,2006,361
GUJARAT,JAMNAGAR,2010,359
JHARKHAND,JAMSHEDPUR,2009,1327
JHARKHAND,JAMSHEDPUR,2012,979
JHARKHAND,JAMSHEDPUR,2010,947
JHARKHAND,JAMSHEDPUR,2007,944
JHARKHAND,JAMSHEDPUR,2008,890
JHARKHAND,JAMSHEDPUR,2005,834
JHARKHAND,JAMSHEDPUR,2011,832
JHARKHAND,JAMSHEDPUR,2006,754
JHARKHAND,JAMSHEDPUR,2002,539
JHARKHAND,JAMSHEDPUR,2004,539
JHARKHAND,JAMSHEDPUR,2003,436
JHARKHAND,JAMSHEDPUR,2001,343
JHARKHAND,JAMSHEDPUR RLY.,2006,185
JHARKHAND,JAMSHEDPUR RLY.,2010,165
JHARKHAND,JAMSHEDPUR RLY.,2007,159
JHARKHAND,JAMSHEDPUR RLY.,2012,155
JHARKHAND,JAMSHEDPUR RLY.,2009,152
JHARKHAND,JAMSHEDPUR RLY.,2011,151
JHARKHAND,JAMSHEDPUR RLY.,2005,130
JHARKHAND,JAMSHEDPUR RLY.,2008,122
JHARKHAND,JAMSHEDPUR RLY.,2002,114
JHARKHAND,JAMSHEDPUR RLY.,2004,114
JHARKHAND,JAMSHEDPUR RLY.,2003,84
JHARKHAND,JAMSHEDPUR RLY.,2001,65
JHARKHAND,JAMTARA,2012,110
JHARKHAND,JAMTARA,2006,95
JHARKHAND,JAMTARA,2007,95
JHARKHAND,JAMTARA,2011,90
JHARKHAND,JAMTARA,2005,88
JHARKHAND,JAMTARA,2002,69
JHARKHAND,JAMTARA,2004,69
JHARKHAND,JAMTARA,2001,68
JHARKHAND,JAMTARA,2008,64
JHARKHAND,JAMTARA,2009,62
JHARKHAND,JAMTARA,2010,59
JHARKHAND,JAMTARA,2003,42
BIHAR,JAMUI,2011,184
BIHAR,JAMUI,2010,150
BIHAR,JAMUI,2012,149
BIHAR,JAMUI,2009,148
BIHAR,JAMUI,2008,138
BIHAR,JAMUI,2006,112
BIHAR,JAMUI,2002,106
BIHAR,JAMUI,2007,104
BIHAR,JAMUI,2005,102
BIHAR,JAMUI,2001,81
BIHAR,JAMUI,2003,81
BIHAR,JAMUI,2004,77
CHHATTISGARH,JANJGIR,2012,379
CHHATTISGARH,JANJGIR,2008,319
CHHATTISGARH,JANJGIR,2011,314
CHHATTISGARH,JANJGIR,2005,301
CHHATTISGARH,JANJGIR,2010,288
CHHATTISGARH,JANJGIR,2004,268
CHHATTISGARH,JANJGIR,2009,268
CHHATTISGARH,JANJGIR,2007,256
CHHATTISGARH,JANJGIR,2006,255
CHHATTISGARH,JANJGIR,2001,237
CHHATTISGARH,JANJGIR,2002,191
CHHATTISGARH,JANJGIR,2003,175
CHHATTISGARH,JASHPUR,2008,126
CHHATTISGARH,JASHPUR,2009,110
CHHATTISGARH,JASHPUR,2002,82
CHHATTISGARH,JASHPUR,2007,82
CHHATTISGARH,JASHPUR,2012,81
CHHATTISGARH,JASHPUR,2011,80
CHHATTISGARH,JASHPUR,2005,72
CHHATTISGARH,JASHPUR,2010,71
CHHATTISGARH,JASHPUR,2004,70
CHHATTISGARH,JASHPUR,2006,66
CHHATTISGARH,JASHPUR,2001,54
CHHATTISGARH,JASHPUR,2003,49
UTTAR PRADESH,JAUNPUR,2008,187
UTTAR PRADESH,JAUNPUR,2012,186
UTTAR PRADESH,JAUNPUR,2009,172
UTTAR PRADESH,JAUNPUR,2007,169
UTTAR PRADESH,JAUNPUR,2001,165
UTTAR PRADESH,JAUNPUR,2006,161
UTTAR PRADESH,JAUNPUR,2004,160
UTTAR PRADESH,JAUNPUR,2005,150
UTTAR PRADESH,JAUNPUR,2011,138
UTTAR PRADESH,JAUNPUR,2010,123
UTTAR PRADESH,JAUNPUR,2002,122
UTTAR PRADESH,JAUNPUR,2003,100
BIHAR,JEHANABAD,2010,246
BIHAR,JEHANABAD,2011,181
BIHAR,JEHANABAD,2012,160
BIHAR,JEHANABAD,2005,150
BIHAR,JEHANABAD,2003,146
BIHAR,JEHANABAD,2008,132
BIHAR,JEHANABAD,2004,130
BIHAR,JEHANABAD,2009,128
BIHAR,JEHANABAD,2002,123
BIHAR,JEHANABAD,2001,121
BIHAR,JEHANABAD,2006,96
BIHAR,JEHANABAD,2007,85
MADHYA PRADESH,JHABUA,2001,269
MADHYA PRADESH,JHABUA,2002,230
MADHYA PRADESH,JHABUA,2003,214
MADHYA PRADESH,JHABUA,2004,183
MADHYA PRADESH,JHABUA,2012,183
MADHYA PRADESH,JHABUA,2006,170
MADHYA PRADESH,JHABUA,2005,167
MADHYA PRADESH,JHABUA,2007,140
MADHYA PRADESH,JHABUA,2010,124
MADHYA PRADESH,JHABUA,2008,113
MADHYA PRADESH,JHABUA,2009,111
MADHYA PRADESH,JHABUA,2011,80
HARYANA,JHAJJAR,2010,527
HARYANA,JHAJJAR,2011,468
HARYANA,JHAJJAR,2012,451
HARYANA,JHAJJAR,2009,356
HARYANA,JHAJJAR,2008,268
HARYANA,JHAJJAR,2007,260
HARYANA,JHAJJAR,2005,203
HARYANA,JHAJJAR,2002,198
HARYANA,JHAJJAR,2006,185
HARYANA,JHAJJAR,2001,183
HARYANA,JHAJJAR,2004,160
HARYANA,JHAJJAR,2003,135
RAJASTHAN,JHALAWAR,2009,499
RAJASTHAN,JHALAWAR,2010,442
RAJASTHAN,JHALAWAR,2004,438
RAJASTHAN,JHALAWAR,2008,395
RAJASTHAN,JHALAWAR,2007,390
RAJASTHAN,JHALAWAR,2001,383
RAJASTHAN,JHALAWAR,2005,377
RAJASTHAN,JHALAWAR,2011,366
RAJASTHAN,JHALAWAR,2002,356
RAJASTHAN,JHALAWAR,2006,350
RAJASTHAN,JHALAWAR,2012,337
RAJASTHAN,JHALAWAR,2003,325
UTTAR PRADESH,JHANSI,2011,387
UTTAR PRADESH,JHANSI,2012,346
UTTAR PRADESH,JHANSI,2001,258
UTTAR PRADESH,JHANSI,2009,201
UTTAR PRADESH,JHANSI,2002,192
UTTAR PRADESH,JHANSI,2007,178
UTTAR PRADESH,JHANSI,2004,158
UTTAR PRADESH,JHANSI,2008,134
UTTAR PRADESH,JHANSI,2006,128
